Name,Value.availability,Value.cost,Value.dealership,Value.function,Value.location,Value.other,Value.participantid,Value.range,Value.reviewid,Value.sentiment,Value.servicetimes,Value.time,Value.userinteraction
121808n4,,true,,true,,,4,,121808,Positive,, 4/12/2019 @ 9:46:11,
121817n4,,,,true,,,4,,121817,Positive,, 3/12/2019 @ 14:21:25,
121928n4,,,,,true,,4,,121928,Positive,, 5/12/2019 @ 12:51:14,
121945n4,,,,true,,,4,,121945,Negative,, 10/12/2019 @ 21:15:31,
122018n4,,,,true,,,4,,122018,Negative,, 4/12/2019 @ 9:56:25,
122020n4,,,,true,,,4,,122020,Negative,, 10/12/2019 @ 21:21:15,
122098n4,,,,,true,,4,,122098,Positive,, 10/12/2019 @ 21:13:33,
122120n4,,,,,true,,4,,122120,Negative,, 10/12/2019 @ 21:20:0,
122399n4,,,,true,,,4,,122399,Negative,, 10/12/2019 @ 21:19:17,
122439n4,true,true,,,true,,4,,122439,Positive,, 6/12/2019 @ 17:51:36,
122482n4,,,true,true,true,,4,,122482,Positive,, 9/12/2019 @ 21:8:36,
122747n4,,,,true,,,4,,122747,Negative,, 5/12/2019 @ 12:39:42,
122803n4,,,,true,,,4,,122803,Negative,, 3/12/2019 @ 14:11:3,
122897n4,,,,,true,,4,,122897,Negative,, 9/12/2019 @ 16:23:52,
123165n1,,,true,,,,1,true,123165,Positive,, 29/11/2019 @ 16:44:44,
123165n2,,,true,,true,,2,true,123165,Positive,, 27/11/2019 @ 13:41:55,
123165n3,,,true,,true,,3,true,123165,Positive,, 30/11/2019 @ 19:46:56,
123165n4,,,true,,true,,4,,123165,Positive,, 27/11/2019 @ 16:19:44,
123165n5,,,true,,true,,5,true,123165,Positive,, 1/12/2019 @ 18:4:40,
123261n4,,,,true,,,4,,123261,Negative,, 10/12/2019 @ 21:12:56,
12337n1,,,true,,,,1,,12337,Positive,true, 29/11/2019 @ 18:4:59,
12337n2,,,true,true,,,2,,12337,Positive,true, 27/11/2019 @ 14:22:53,
12337n3,,,true,,true,,3,,12337,Positive,true, 6/12/2019 @ 15:8:57,
12337n4,,,true,,,,4,,12337,Positive,, 3/12/2019 @ 14:1:52,
12337n5,,,true,true,,,5,,12337,Positive,true, 1/12/2019 @ 19:30:7,
123400n4,,,,true,,,4,,123400,Negative,, 4/12/2019 @ 16:43:7,
123763n4,true,,,,,,4,,123763,Negative,, 9/12/2019 @ 16:16:9,
123773n4,,true,,,,,4,,123773,Negative,, 9/12/2019 @ 16:47:45,
123797n4,,,,,true,,4,,123797,Positive,, 3/12/2019 @ 14:29:27,
123935n4,,,,true,,,4,,123935,Negative,, 5/12/2019 @ 13:6:47,
123938n4,,,,true,,,4,,123938,Negative,, 4/12/2019 @ 9:42:0,
124048n4,,,,,true,,4,,124048,Negative,, 9/12/2019 @ 16:58:13,
124085n4,true,,,,,,4,,124085,Negative,, 5/12/2019 @ 20:31:5,
124238n4,,,,true,true,,4,,124238,Positive,true, 4/12/2019 @ 16:47:36,
124365n4,,true,,,,,4,,124365,Positive,, 9/12/2019 @ 16:54:26,
124458n4,,,,,,,4,,124458,Positive,true, 9/12/2019 @ 21:9:26,
124461n4,,,,,,,4,,124461,Positive,, 5/12/2019 @ 12:35:44,true
124483n4,,,,true,,,4,,124483,Positive,, 9/12/2019 @ 17:1:5,
124675n4,,,,true,,,4,,124675,Positive,, 5/12/2019 @ 12:25:19,
124706n4,true,,,,,,4,,124706,Positive,, 3/12/2019 @ 14:29:9,
124739n4,,true,,,true,,4,,124739,Positive,, 7/12/2019 @ 18:6:57,
124834n4,true,,,,,,4,,124834,Negative,, 10/12/2019 @ 20:54:9,
124951n4,,,,true,,,4,,124951,Negative,, 4/12/2019 @ 16:15:55,
125036n1,,,,,,,1,true,125036,Positive,, 29/11/2019 @ 17:2:51,
125036n2,,,,,,,2,true,125036,Positive,, 27/11/2019 @ 13:53:13,
125036n3,,,,,true,,3,,125036,Positive,, 30/11/2019 @ 20:3:30,
125036n4,,,,,true,,4,,125036,Positive,, 1/12/2019 @ 14:10:57,true
125036n5,,,,,,,5,true,125036,Positive,, 1/12/2019 @ 18:27:0,
125039n4,true,,,,,,4,,125039,Negative,, 5/12/2019 @ 12:35:33,
125070n4,,true,,true,,,4,,125070,Positive,, 10/12/2019 @ 21:24:8,
125077n4,,,,true,,,4,,125077,Positive,, 3/12/2019 @ 14:10:40,
125167n4,,,,true,,,4,,125167,Negative,, 10/12/2019 @ 21:14:35,
125294n1,true,,,true,true,,1,,125294,Positive,true, 29/11/2019 @ 17:44:17,
125294n2,true,,,,true,,2,,125294,Positive,true, 27/11/2019 @ 14:3:10,
125294n3,true,,,true,true,,3,,125294,Positive,true, 30/11/2019 @ 20:24:15,true
125294n4,true,,,,,,4,,125294,Positive,true, 1/12/2019 @ 14:31:56,
125294n5,true,,,true,true,,5,true,125294,Positive,true, 1/12/2019 @ 18:55:22,true
125542n4,,,,,true,,4,,125542,Negative,, 10/12/2019 @ 21:30:31,
125558n4,,,,true,,,4,true,125558,Negative,, 3/12/2019 @ 14:19:58,true
125622n4,true,,,true,,,4,,125622,Negative,, 10/12/2019 @ 21:22:32,
125626n4,,true,,,true,,4,,125626,Positive,true, 4/12/2019 @ 16:44:2,
125720n4,true,,,,,,4,,125720,Negative,, 9/12/2019 @ 16:38:41,
125788n4,,,,true,,,4,,125788,Negative,, 10/12/2019 @ 21:16:13,true
125877n1,,,true,,true,,1,,125877,Negative,, 29/11/2019 @ 17:32:51,
125877n2,,,true,,,,2,,125877,Negative,, 27/11/2019 @ 13:58:33,true
125877n3,,,,,true,,3,,125877,Negative,, 30/11/2019 @ 20:12:30,
125877n4,,,true,,true,,4,,125877,Negative,, 1/12/2019 @ 14:20:47,
125877n5,,,,true,true,,5,,125877,Positive,, 1/12/2019 @ 18:42:33,
125930n4,,,,true,,,4,,125930,Negative,, 10/12/2019 @ 21:17:27,
125995n4,,,,true,true,,4,,125995,Positive,, 10/12/2019 @ 21:23:28,
126016n4,,,,true,true,,4,,126016,Negative,, 5/12/2019 @ 12:22:25,
126144n4,true,,,true,,,4,,126144,Negative,, 9/12/2019 @ 16:14:13,
126246n4,,,,true,,,4,,126246,Negative,, 9/12/2019 @ 16:45:14,
126303n4,,,,true,,,4,,126303,Negative,, 3/12/2019 @ 14:14:58,
126336n4,true,,,,,,4,,126336,Negative,, 4/12/2019 @ 16:35:5,
126662n4,,,,true,,,4,,126662,Negative,, 7/12/2019 @ 17:53:25,
126672n4,true,,,,true,,4,,126672,Positive,, 3/12/2019 @ 14:14:40,
126703n4,,,,true,,,4,,126703,Positive,true, 4/12/2019 @ 9:41:53,
126771n4,true,,,,,,4,,126771,Negative,, 7/12/2019 @ 18:5:56,
126795n4,,,,true,,,4,,126795,Positive,, 6/12/2019 @ 18:25:5,
12699n1,,,,true,,,1,true,12699,Negative,true, 29/11/2019 @ 17:54:31,
12699n2,,,,true,,,2,true,12699,Negative,true, 27/11/2019 @ 14:10:36,
12699n3,,,,true,,,3,true,12699,Negative,, 1/12/2019 @ 11:18:43,
12699n4,,,,true,,,4,,12699,Negative,, 1/12/2019 @ 14:57:59,
12699n5,true,,,true,,,5,true,12699,Positive,true, 1/12/2019 @ 19:14:19,
127020n4,,true,,true,,,4,,127020,Positive,true, 10/12/2019 @ 21:4:42,
127128n4,,,,true,,,4,,127128,Positive,, 5/12/2019 @ 20:43:33,
127186n4,,true,,,true,,4,,127186,Positive,, 10/12/2019 @ 21:31:0,
127212n4,,,,true,,,4,,127212,Negative,, 4/12/2019 @ 16:30:34,
127235n4,,,,,true,,4,,127235,Positive,, 10/12/2019 @ 21:24:18,
127286n4,true,,,,true,,4,,127286,Positive,, 3/12/2019 @ 14:28:5,
127294n4,true,,,,true,,4,,127294,Positive,, 5/12/2019 @ 13:6:26,
127491n4,,,,true,,,4,,127491,Negative,, 9/12/2019 @ 16:54:57,
127547n4,,,,true,,,4,,127547,Negative,, 9/12/2019 @ 16:58:18,
127586n1,,,true,,,,1,true,127586,Positive,true, 29/11/2019 @ 18:0:58,
127586n2,,,,,,,2,true,127586,Positive,true, 27/11/2019 @ 14:17:23,
127586n3,,,true,true,,,3,true,127586,Positive,true, 6/12/2019 @ 14:57:37,
127586n4,,,,,true,,4,,127586,Positive,true, 1/12/2019 @ 21:33:57,
127586n5,,,true,true,,,5,true,127586,Positive,true, 1/12/2019 @ 19:21:27,
127599n4,,,,true,true,,4,,127599,Positive,, 3/12/2019 @ 14:18:19,
127633n4,,,,,,,4,,127633,Positive,, 6/12/2019 @ 17:52:26,true
127700n4,,,,true,,,4,,127700,Negative,, 3/12/2019 @ 14:15:21,true
127777n4,,,,,,,4,,127777,Positive,, 9/12/2019 @ 21:16:58,true
127958n4,true,,,,,,4,,127958,Negative,, 10/12/2019 @ 21:13:38,
128026n4,,,true,,true,,4,,128026,Positive,, 9/12/2019 @ 16:48:5,
128211n4,,,,,,,4,,128211,Positive,, 10/12/2019 @ 21:14:26,true
128302n4,true,,,,,,4,,128302,Negative,, 5/12/2019 @ 20:35:44,
128319n4,,true,,,,,4,,128319,Positive,, 10/12/2019 @ 21:30:45,
128323n4,,true,,,,,4,,128323,Positive,, 9/12/2019 @ 16:54:32,
128416n4,,true,,,true,,4,,128416,Positive,, 4/12/2019 @ 16:51:12,
128417n4,,,,,,,4,true,128417,Negative,, 7/12/2019 @ 18:21:6,
128441n4,,,,,,trueMeaningless,4,,128441,Positive,, 9/12/2019 @ 16:27:54,
128450n4,,,,true,,,4,,128450,Negative,, 9/12/2019 @ 16:42:33,
128574n4,,,,true,,,4,,128574,Negative,, 3/12/2019 @ 14:21:18,
128617n4,,,,true,,,4,,128617,Positive,, 9/12/2019 @ 16:45:20,
128694n4,,,,,,,4,,128694,Positive,, 5/12/2019 @ 20:45:37,true
128747n4,,,,true,,,4,,128747,Negative,, 4/12/2019 @ 16:37:23,
128777n4,,,,true,,,4,,128777,Positive,, 9/12/2019 @ 17:0:17,
128781n4,,true,true,,,,4,,128781,Negative,, 5/12/2019 @ 12:23:26,
129344n4,,,,true,,,4,,129344,Positive,, 9/12/2019 @ 16:53:37,
129527n4,true,,,true,,,4,,129527,Negative,, 4/12/2019 @ 16:8:34,
129556n4,,,,true,,,4,,129556,Negative,, 5/12/2019 @ 20:44:34,
129964n4,,,true,true,,,4,,129964,Positive,true, 7/12/2019 @ 17:47:28,
130281n4,,,,true,,,4,,130281,Negative,, 9/12/2019 @ 21:9:10,
130369n4,,,,true,,,4,,130369,Positive,true, 9/12/2019 @ 16:53:43,
130444n4,,,,,true,,4,,130444,Positive,, 5/12/2019 @ 13:5:47,
130459n4,true,,,,,,4,,130459,Negative,, 10/12/2019 @ 21:28:32,
130675n4,,,,,,,4,,130675,Positive,, 7/12/2019 @ 18:5:43,true
130779n4,,,,,true,,4,,130779,Positive,, 5/12/2019 @ 20:44:59,
130855n4,,,,,true,,4,,130855,Positive,, 10/12/2019 @ 21:21:54,
130881n4,true,,,,true,,4,,130881,Positive,, 10/12/2019 @ 21:22:9,
131245n4,,,,true,,,4,,131245,Negative,, 10/12/2019 @ 21:24:30,
131264n4,,,,true,,,4,,131264,Negative,, 4/12/2019 @ 16:34:58,
131324n4,,,,true,,,4,,131324,Positive,, 10/12/2019 @ 21:14:30,
131396n4,,,,,true,,4,,131396,Negative,, 10/12/2019 @ 21:19:11,
131536n4,,true,,,,,4,true,131536,Positive,, 6/12/2019 @ 18:24:44,
131621n4,,,,true,,,4,,131621,Negative,true, 5/12/2019 @ 20:31:14,
131671n4,,true,,,,,4,,131671,Negative,, 10/12/2019 @ 21:19:1,
131743n4,true,,,,,,4,,131743,Negative,, 10/12/2019 @ 21:12:3,
131764n4,,,,true,,,4,,131764,Negative,, 10/12/2019 @ 21:15:18,
131832n4,,,,true,true,,4,,131832,Negative,true, 4/12/2019 @ 9:56:18,
131873n4,true,,,,,,4,,131873,Negative,, 7/12/2019 @ 18:2:34,
131884n4,,,,,true,,4,,131884,Positive,, 9/12/2019 @ 16:25:39,
132062n4,,,,,true,,4,,132062,Positive,, 10/12/2019 @ 20:53:26,
132099n4,,,,true,true,,4,,132099,Positive,, 6/12/2019 @ 16:25:9,
132174n4,,,,true,,,4,,132174,Negative,, 6/12/2019 @ 18:18:32,
132379n4,,,,,,,4,,132379,Positive,, 5/12/2019 @ 12:40:12,true
132827n4,,,,,,,4,,132827,Positive,, 5/12/2019 @ 20:44:43,true
132940n4,true,,,true,,,4,,132940,Positive,, 4/12/2019 @ 9:51:39,
132946n4,,,,true,true,,4,,132946,Positive,, 3/12/2019 @ 14:10:51,
133086n4,,,,,true,,4,,133086,Positive,, 5/12/2019 @ 13:6:53,
133146n4,,true,,,,,4,,133146,Negative,, 10/12/2019 @ 21:25:18,
133169n4,,,,,true,,4,,133169,Negative,, 4/12/2019 @ 9:48:34,true
133324n4,true,,,,,,4,,133324,Negative,, 10/12/2019 @ 21:25:36,
133464n4,,,,,true,,4,,133464,Positive,, 9/12/2019 @ 16:53:48,
133530n4,,,,true,,,4,,133530,Negative,, 10/12/2019 @ 21:22:40,
133557n1,,,,,true,,1,,133557,Negative,, 29/11/2019 @ 16:36:45,
133557n2,,,,,,trueobviously not a category,2,,133557,Positive,, 27/11/2019 @ 13:37:16,
133557n3,,,,,true,,3,,133557,Positive,, 30/11/2019 @ 19:34:30,
133557n4,,,,,,,4,,133557,Positive,, 27/11/2019 @ 15:56:54,true
133557n5,,,,,,,5,true,133557,Positive,, 1/12/2019 @ 17:51:41,
133578n4,true,,,,true,,4,,133578,Negative,, 10/12/2019 @ 21:29:0,
133774n4,,true,,true,,,4,,133774,Positive,, 10/12/2019 @ 21:29:19,
134061n4,true,true,,,,,4,,134061,Positive,, 5/12/2019 @ 13:8:4,
134085n4,,,,true,,,4,,134085,Negative,, 10/12/2019 @ 21:26:13,
134127n4,,,,true,,,4,,134127,Negative,, 5/12/2019 @ 12:55:48,
134158n4,,,,,,,4,,134158,Positive,, 10/12/2019 @ 21:11:10,true
134248n4,,,,true,,,4,,134248,Negative,, 10/12/2019 @ 21:29:8,
134563n4,,,,,,,4,,134563,Positive,, 6/12/2019 @ 16:24:44,true
134583n4,,,,true,,,4,,134583,Negative,, 10/12/2019 @ 20:53:32,
134847n4,,,,,true,,4,,134847,Positive,, 10/12/2019 @ 21:13:48,
134870n4,true,,,,,,4,,134870,Negative,, 10/12/2019 @ 21:10:41,
134904n4,,,,true,,,4,,134904,Negative,, 9/12/2019 @ 16:33:41,
135159n4,,,,true,,,4,,135159,Negative,, 10/12/2019 @ 21:28:36,
135180n4,,,,true,,,4,,135180,Negative,, 4/12/2019 @ 16:32:28,
135454n4,,,,,true,,4,,135454,Positive,, 5/12/2019 @ 13:5:42,
135471n4,,,,true,,,4,,135471,Negative,, 5/12/2019 @ 12:41:26,
135600n4,,,,true,,,4,,135600,Positive,, 6/12/2019 @ 16:25:35,
135732n4,,,,true,,,4,,135732,Positive,, 5/12/2019 @ 20:44:54,
135739n4,,,,,true,,4,,135739,Negative,, 10/12/2019 @ 21:30:8,
136134n3,,,,true,true,,3,,136134,Positive,, 3/12/2019 @ 8:59:21,
136189n3,true,,,,,,3,,136189,Positive,, 8/12/2019 @ 0:52:32,
136204n3,,,,true,,,3,,136204,Negative,, 9/12/2019 @ 0:7:52,
136208n3,,,,true,,,3,,136208,Negative,, 6/12/2019 @ 21:30:2,
136242n3,,,,true,,,3,,136242,Negative,, 9/12/2019 @ 20:10:24,
136244n3,,,,,true,,3,,136244,Positive,, 5/12/2019 @ 11:22:39,
136253n3,true,,,true,true,,3,true,136253,Positive,true, 5/12/2019 @ 10:8:43,
136259n3,,,,,,,3,,136259,Positive,, 1/12/2019 @ 13:11:15,true
136269n3,,,,,true,,3,,136269,Positive,, 9/12/2019 @ 1:10:23,
136279n3,,,true,,true,,3,,136279,Positive,true, 8/12/2019 @ 0:24:36,
136287n3,,,,true,,,3,,136287,Negative,, 3/12/2019 @ 11:22:52,
136302n3,,,true,true,,,3,,136302,Negative,, 9/12/2019 @ 0:56:39,
136338n3,,,,true,,,3,,136338,Negative,, 4/12/2019 @ 23:56:23,
136365n3,,,,true,true,,3,,136365,Positive,, 8/12/2019 @ 0:41:24,
136388n3,,,,,true,,3,,136388,Positive,, 9/12/2019 @ 0:48:28,
136400n3,true,,true,,,,3,,136400,Positive,, 6/12/2019 @ 15:26:20,true
136401n3,,,true,,,,3,,136401,Positive,, 6/12/2019 @ 21:39:14,true
136422n3,,,,true,,,3,,136422,Negative,true, 1/12/2019 @ 23:34:30,
136452n3,true,,,true,,,3,,136452,Negative,, 4/12/2019 @ 23:24:48,
136461n3,true,,,,,,3,,136461,Negative,, 6/12/2019 @ 16:8:28,
136475n3,,,,true,,,3,,136475,Positive,, 8/12/2019 @ 0:40:22,
136492n3,true,,,,,,3,true,136492,Positive,true, 4/12/2019 @ 17:42:35,
136518n3,true,,,,,,3,,136518,Positive,, 5/12/2019 @ 11:41:34,
136554n3,,true,,,true,,3,,136554,Positive,, 1/12/2019 @ 13:4:45,
136568n3,,,,true,,,3,,136568,Negative,, 1/12/2019 @ 23:2:50,
136612n3,,,,true,,,3,,136612,Positive,, 5/12/2019 @ 10:16:35,
136641n3,,true,true,,,,3,,136641,Positive,, 3/12/2019 @ 9:1:26,
136696n3,,,,,true,,3,,136696,Positive,, 6/12/2019 @ 16:13:31,
136741n1,,,true,,true,,1,true,136741,Negative,true, 29/11/2019 @ 16:42:46,
136741n2,,,,true,,,2,true,136741,Positive,, 27/11/2019 @ 13:40:46,
136741n3,,,true,,true,,3,true,136741,Negative,, 30/11/2019 @ 19:42:33,
136741n4,,,true,,true,,4,,136741,Negative,, 27/11/2019 @ 16:9:33,
136741n5,true,,true,true,true,,5,true,136741,Positive,, 1/12/2019 @ 18:1:49,true
136746n3,true,,,,,,3,,136746,Negative,, 4/12/2019 @ 17:30:53,
136788n3,,,true,,,,3,true,136788,Positive,, 5/12/2019 @ 0:41:18,
136802n3,,,,true,,,3,,136802,Negative,, 9/12/2019 @ 1:13:15,
136806n3,,,true,,true,,3,,136806,Positive,, 1/12/2019 @ 12:36:26,
136834n3,,,,true,true,,3,,136834,Positive,true, 8/12/2019 @ 1:27:38,
136845n3,true,,true,,,,3,,136845,Positive,, 8/12/2019 @ 0:39:1,
136849n3,,,,,true,,3,,136849,Positive,, 8/12/2019 @ 1:27:49,
136869n3,,,,true,,,3,,136869,Negative,, 9/12/2019 @ 1:32:47,
136919n3,,,,true,,,3,,136919,Positive,, 9/12/2019 @ 20:11:48,
136998n3,true,,true,,true,,3,true,136998,Positive,, 9/12/2019 @ 1:25:24,
137003n3,,,,,,,3,,137003,Positive,, 9/12/2019 @ 0:34:45,true
137021n3,true,,,,,,3,,137021,Positive,, 6/12/2019 @ 15:22:42,
137029n3,,true,,true,true,,3,,137029,Positive,, 9/12/2019 @ 1:19:25,
137051n3,,true,,true,true,,3,,137051,Negative,, 5/12/2019 @ 0:26:6,
137058n3,,,,true,true,,3,,137058,Positive,, 8/12/2019 @ 1:14:27,
137072n3,,,,,,,3,,137072,Positive,, 4/12/2019 @ 17:30:28,true
137138n3,,,,,,,3,,137138,Positive,true, 9/12/2019 @ 20:10:28,
137146n3,true,,,,,,3,,137146,Negative,, 3/12/2019 @ 9:2:41,
137162n3,,,,,true,,3,,137162,Positive,, 8/12/2019 @ 0:51:46,
137201n3,,,,,,,3,,137201,Positive,, 3/12/2019 @ 8:42:50,true
137210n3,true,,,,true,,3,,137210,Positive,, 5/12/2019 @ 0:10:16,true
137220n3,,,true,true,,,3,,137220,Positive,true, 8/12/2019 @ 1:7:8,
137227n3,,,,true,,,3,,137227,Negative,, 9/12/2019 @ 20:3:14,
137233n3,,true,,true,true,,3,,137233,Positive,, 6/12/2019 @ 21:51:40,
137277n3,,,,true,,,3,,137277,Positive,, 6/12/2019 @ 14:21:10,
137282n3,true,,,,,,3,,137282,Negative,, 8/12/2019 @ 0:59:2,
137288n3,,,,,true,,3,,137288,Positive,, 5/12/2019 @ 11:3:48,
137322n3,,,,,,,3,,137322,Negative,, 4/12/2019 @ 17:49:8,true
137388n3,,,,true,,,3,,137388,Positive,, 9/12/2019 @ 20:9:58,
137399n3,,,true,,,,3,,137399,Negative,, 8/12/2019 @ 0:49:17,true
137401n3,,,,true,,,3,,137401,Positive,, 1/12/2019 @ 12:39:7,
137404n3,,,true,true,,,3,,137404,Positive,, 4/12/2019 @ 23:54:33,true
137407n3,,,,true,,,3,,137407,Positive,, 6/12/2019 @ 15:21:29,
137411n3,true,,,,,,3,,137411,Negative,, 5/12/2019 @ 0:13:21,
137419n3,,,true,,,,3,,137419,Positive,, 4/12/2019 @ 15:28:1,
137425n3,,,,true,,,3,,137425,Negative,, 9/12/2019 @ 17:54:41,
137464n3,,true,,,,,3,,137464,Positive,, 8/12/2019 @ 0:39:14,
137471n1,,,,,true,,1,true,137471,Positive,, 29/11/2019 @ 16:49:2,
137471n2,,,,,true,,2,true,137471,Positive,, 27/11/2019 @ 13:43:28,
137471n3,,,,,true,,3,true,137471,Positive,, 30/11/2019 @ 19:52:9,
137471n4,,,,,true,,4,,137471,Positive,, 27/11/2019 @ 16:32:46,
137471n5,,,,,true,,5,true,137471,Positive,, 1/12/2019 @ 18:8:36,
137483n3,,,,true,true,,3,,137483,Positive,, 5/12/2019 @ 0:45:6,
137493n3,true,,,,,,3,,137493,Negative,, 1/12/2019 @ 12:59:43,
137499n3,,,,true,,,3,,137499,Negative,, 9/12/2019 @ 1:30:52,
137505n3,,,,,,,3,,137505,Negative,, 8/12/2019 @ 0:48:4,true
137509n3,,,,true,,,3,,137509,Positive,, 5/12/2019 @ 0:24:58,
137535n3,true,,,,true,,3,,137535,Negative,, 9/12/2019 @ 20:18:31,
137555n3,true,,,,,,3,,137555,Negative,, 6/12/2019 @ 22:6:49,
137684n3,,,,true,true,,3,,137684,Positive,, 7/12/2019 @ 20:54:14,
137703n3,,,,true,,,3,,137703,Positive,true, 9/12/2019 @ 18:41:29,
137726n3,,,,,,trueDescribing not using it,3,,137726,Positive,, 9/12/2019 @ 20:8:51,
137773n3,true,,,,true,,3,,137773,Positive,, 9/12/2019 @ 18:15:26,
137822n3,true,,,,true,,3,,137822,Positive,, 8/12/2019 @ 1:28:5,
137833n3,,true,,,,,3,,137833,Positive,, 5/12/2019 @ 10:18:57,
137842n3,,,true,true,,,3,,137842,Positive,, 9/12/2019 @ 1:11:11,true
137881n3,,,,,,,3,,137881,Negative,, 8/12/2019 @ 0:9:39,true
137899n3,true,,,,true,,3,,137899,Positive,, 8/12/2019 @ 1:2:42,
137903n3,,,,true,true,,3,,137903,Negative,, 9/12/2019 @ 1:34:30,
137906n3,true,,true,,,,3,,137906,Negative,, 8/12/2019 @ 0:20:29,
137938n3,,,true,,true,,3,,137938,Negative,, 9/12/2019 @ 18:44:45,
137955n3,,true,,,true,,3,,137955,Positive,, 8/12/2019 @ 0:34:6,
137982n3,,,,true,,,3,,137982,Positive,, 8/12/2019 @ 0:48:31,
137992n3,,,,,,,3,,137992,Positive,, 1/12/2019 @ 12:28:10,true
138056n3,,,true,,true,,3,,138056,Positive,, 1/12/2019 @ 23:15:20,
138177n3,,,,,,,3,,138177,Positive,, 5/12/2019 @ 10:38:27,true
138189n3,true,,,,,,3,,138189,Negative,, 3/12/2019 @ 11:22:31,
138198n3,,,,,true,,3,,138198,Positive,, 9/12/2019 @ 20:9:3,
138210n3,true,,true,,,,3,true,138210,Negative,, 5/12/2019 @ 11:47:46,
138215n3,true,,,,,,3,,138215,Negative,, 1/12/2019 @ 12:54:5,
138225n3,,,,true,,,3,,138225,Negative,, 5/12/2019 @ 11:17:59,true
138231n3,,,true,,true,,3,,138231,Positive,, 9/12/2019 @ 19:54:3,
138251n3,,,,true,,,3,,138251,Negative,, 4/12/2019 @ 15:18:45,
138253n3,,,,true,,,3,,138253,Positive,, 1/12/2019 @ 13:11:8,
138254n3,true,,,,,,3,,138254,Negative,, 8/12/2019 @ 0:15:53,
138259n3,,,,true,,,3,,138259,Negative,, 8/12/2019 @ 1:19:43,
138269n3,,,,true,,,3,,138269,Negative,, 5/12/2019 @ 10:16:29,
138286n3,true,,,,true,,3,,138286,Negative,, 9/12/2019 @ 18:11:48,
138302n3,true,,,,true,,3,,138302,Positive,, 8/12/2019 @ 1:15:21,
138306n3,,,true,,,,3,,138306,Positive,, 1/12/2019 @ 23:15:44,true
138317n3,,,true,,,,3,,138317,Positive,, 6/12/2019 @ 15:22:57,true
138335n3,,,,true,true,,3,,138335,Positive,, 5/12/2019 @ 11:33:4,
138347n3,,,,true,,,3,,138347,Negative,, 8/12/2019 @ 1:10:35,
138357n3,,true,true,true,,,3,,138357,Positive,, 3/12/2019 @ 8:42:8,
138424n3,true,,,true,,,3,,138424,Positive,, 1/12/2019 @ 12:28:34,
138455n3,true,,,,,,3,,138455,Negative,, 3/12/2019 @ 9:4:22,
138500n3,,,,true,,,3,,138500,Negative,, 6/12/2019 @ 16:13:24,
138526n3,,,,true,,,3,,138526,Negative,, 3/12/2019 @ 8:29:48,
138606n3,,,,true,true,,3,,138606,Positive,, 3/12/2019 @ 9:0:56,
138636n3,,,true,,,,3,,138636,Positive,, 8/12/2019 @ 0:24:53,true
138638n3,,,,true,,,3,,138638,Positive,, 8/12/2019 @ 0:8:41,true
138666n3,true,,,,,,3,,138666,Positive,, 5/12/2019 @ 11:12:6,
138719n3,,,,true,,,3,,138719,Negative,, 9/12/2019 @ 19:36:13,
138748n3,,,,true,,,3,,138748,Negative,, 3/12/2019 @ 8:43:23,
138770n3,,,true,,,,3,,138770,Positive,, 7/12/2019 @ 20:55:22,true
138781n3,,,,true,,,3,,138781,Negative,, 4/12/2019 @ 23:14:28,
138784n3,,true,true,,,,3,,138784,Negative,, 9/12/2019 @ 1:29:3,
138794n3,,,,,true,,3,,138794,Positive,, 1/12/2019 @ 11:36:45,
138795n3,true,,,,true,,3,,138795,Positive,, 4/12/2019 @ 17:40:19,
138801n3,,,,,,,3,,138801,Positive,, 8/12/2019 @ 1:18:41,true
138851n3,,,,,true,,3,true,138851,Positive,, 8/12/2019 @ 1:7:36,
138860n3,,,,true,,,3,,138860,Positive,, 8/12/2019 @ 0:48:13,
138911n3,,,,,true,,3,,138911,Positive,, 5/12/2019 @ 11:48:22,
138915n3,,,,,true,,3,,138915,Positive,, 9/12/2019 @ 1:0:4,
138917n3,,,true,,,,3,,138917,Positive,true, 8/12/2019 @ 0:25:34,
138962n3,true,,,,,,3,,138962,Negative,, 5/12/2019 @ 0:10:37,
139001n3,,,true,true,,,3,,139001,Negative,, 8/12/2019 @ 1:18:34,
139011n3,,,,,true,,3,,139011,Positive,, 9/12/2019 @ 18:40:36,true
139046n3,,,,,,trueThank you ,3,,139046,Positive,, 1/12/2019 @ 12:23:2,
139053n3,,,,true,,,3,,139053,Positive,true, 5/12/2019 @ 0:26:39,
139061n3,,,,true,,,3,,139061,Negative,, 4/12/2019 @ 23:18:8,
139062n3,,true,,,,,3,,139062,Positive,true, 9/12/2019 @ 20:0:28,true
139064n3,,,,,true,,3,,139064,Positive,, 9/12/2019 @ 18:43:38,
139102n3,,true,,true,true,,3,,139102,Negative,, 1/12/2019 @ 12:42:21,
139103n3,,,,,,,3,,139103,Positive,, 1/12/2019 @ 13:17:47,true
139115n3,true,,,true,,,3,,139115,Positive,, 4/12/2019 @ 17:45:2,
139117n3,,,true,,,,3,true,139117,Positive,, 6/12/2019 @ 15:25:50,true
139136n3,,,,true,,,3,,139136,Positive,, 9/12/2019 @ 0:45:12,
139140n3,,,,true,,,3,,139140,Negative,, 8/12/2019 @ 0:17:30,
139168n3,,,true,true,,,3,,139168,Negative,, 3/12/2019 @ 8:47:0,
